"image","xmin","ymin","xmax","ymax","label"
"artilleriya%20(117).jpg",90.25637491385251,48.03683307926829,242.1261199172984,111.30878429878048,"artilleriya"
"artilleriya%20(118).jpg",6.7430276710893855,2.7272727272727275,275.41691035265364,174.35064935064935,"artilleriya"
"artilleriya%20(119).jpg",12.822567944564435,9.902597402597403,275,165.57142857142858,"artilleriya"
"artilleriya%20(12).jpg",28.79917279411765,12.415584415584416,183.94623161764707,220.37662337662337,"artilleriya"
"artilleriya%20(12).jpg",15.870251225490197,81.73593073593074,72.75750612745098,158.55735930735932,"artilleriya"
"artilleriya%20(121).jpg",8.219073275862069,7.568181818181818,250.46275143678162,177.13636363636365,"artilleriya"
"artilleriya%20(122).jpg",0.5475499460043197,20.003246753246753,259.90680120590355,170.32467532467533,"bmp"
"artilleriya%20(123).jpg",203.48131524478043,77.43831168831169,243.07814749820017,144.5779220779221,"pehota"
"artilleriya%20(124).jpg",86.86864425845933,14.655844155844157,264.856405237581,178.4448051948052,"artilleriya"
"artilleriya%20(125).jpg",17.045454545454547,27.029220779220772,177.75974025974028,185.79545454545453,"artilleriya"
"artilleriya%20(125).jpg",169.35876623376623,104.46428571428571,198.57954545454544,143.42532467532467,"pehota"
"artilleriya%20(125).jpg",132.58928571428572,122.48376623376623,157.91396103896105,176.78571428571428,"pehota"
"artilleriya%20(126).jpg",23.03614701130856,41.15151515151515,225.91175282714056,153.478354978355,"artilleriya"
"artilleriya%20(127).jpg",79.34524613030958,52.28571428571429,204.0752677285817,117.0487012987013,"artilleriya"
"artilleriya%20(128).jpg",17.902666632901134,62.56709956709957,250.03718851296597,167.75541125541125,"artilleriya"
"artilleriya%20(128).jpg",157.6871074756888,33.803030303030305,211.62795026337113,73.27489177489178,"pehota"
"artilleriya%20(129).jpg",4.469927572933549,47.24025974025974,259,187.07142857142858,"artilleriya"
"artilleriya%20(13).jpg",3.5173123650107994,31.886363636363637,214.76641243700507,145.5681818181818,"artilleriya"
"artilleriya%20(130).jpg",6.487074784017279,69.31818181818183,264.06446859251264,162.40259740259742,"artilleriya"
"artilleriya%20(130).jpg",101.71745635349173,51.493506493506494,262.08462697984163,100.6103896103896,"artilleriya"
"artilleriya%20(130).jpg",130.42515973722104,38.22402597402598,229.81320869330455,68.12987012987014,"artilleriya"
"artilleriya%20(131).jpg",147.6223294279807,44.69280442804428,231.5644383184011,141.6079335793358,"artilleriya"
"artilleriya%20(132).jpg",2.7611434108527133,52.693722943722946,276.05924066243836,151.4209956709957,"artilleriya"
"artilleriya%20(133).jpg",27.797381116471396,4.466731366459627,204.3314955203308,161.30151397515527,"artilleriya"
"artilleriya%20(133).jpg",164.70985527222604,50.72884316770186,253.4955203308063,142.6307065217391,"artilleriya"
"artilleriya%20(134).jpg",30.18607856650586,5.637453874538745,300,168,"artilleriya"
"artilleriya%20(135).jpg",174.17965937724983,73.27922077922078,275,143.78571428571428,"artilleriya"
"artilleriya%20(135).jpg",127.85136564074874,95.26298701298701,220.70593727501802,141.4090909090909,"artilleriya"
"artilleriya%20(136).jpg",58.13094417643005,80.50599764933628,206.10062026188837,152.55909499446904,"artilleriya"
"artilleriya%20(136).jpg",157.5603032391454,63.471705613938056,250.9221226740179,129.65090915376106,"artilleriya"
"artilleriya%20(137).jpg",18.564108621310297,20.003246753246753,274.55762913966885,171.31493506493507,"artilleriya"
"artilleriya%20(138).jpg",1.1743625086147484,63.66750207411504,182.80909717436248,149.42635163163717,"artilleriya"
"artilleriya%20(138).jpg",135.63886974500343,62.296926852876105,226.2605099931082,145.90201534845133,"artilleriya"
"artilleriya%20(139).jpg",5.315262131715771,67.6525974025974,249.57262781629115,146.83441558441558,"artilleriya"
"artilleriya%20(14).jpg",1.447277739490007,79.40867158671587,112.0606478290834,143.67435424354244,"artilleriya"
"artilleriya%20(140).jpg",108.44379460745441,66.9090909090909,258.4548969072165,180.57142857142856,"artilleriya"
"artilleriya%20(141).jpg",51.080730961405926,44.556277056277054,209.10691979669193,163.1147186147186,"artilleriya"
"artilleriya%20(142).jpg",14.521019986216402,32.47294254658385,300.7925568573398,143.87542701863353,"artilleriya"
"artilleriya%20(143).jpg",0,59.21753246753247,260.5935587652988,150.71753246753246,"artilleriya"
"artilleriya%20(144).jpg",16.97829617275281,28.99134199134199,272.8589141502809,156.51406926406926,"artilleriya"
"artilleriya%20(145).jpg",188.03855066594673,73.47727272727273,263.6685002699784,148.14285714285717,"artilleriya"
"artilleriya%20(145).jpg",97.36180480561555,86.9448051948052,159.33084728221743,135.86363636363637,"artilleriya"
"artilleriya%20(145).jpg",59.94279832613391,98.23376623376623,108.25093367530599,136.65584415584416,"artilleriya"
"artilleriya%20(145).jpg",28.067348362131032,102.78896103896105,67.66418061555076,130.91233766233768,"artilleriya"
"artilleriya%20(146).jpg",30.839126619870413,39.214285714285715,57.96295671346293,93.48051948051949,"artilleriya"
"artilleriya%20(146).jpg",64.89240235781138,38.42207792207793,86.07670761339094,93.48051948051949,"artilleriya"
"artilleriya%20(146).jpg",113.99247435205184,34.064935064935064,148.441718412527,100.21428571428572,"artilleriya"
"artilleriya%20(146).jpg",174.77361186105114,24.162337662337663,224.2696521778258,100.01623376623377,"artilleriya"
"artilleriya%20(146).jpg",183.28693079553636,25.5487012987013,252.5813872390209,147.74675324675326,"artilleriya"
"artilleriya%20(146).jpg",119.5360308675306,122.7922077922078,133.7908904787617,170.1266233766234,"pehota"
"artilleriya%20(146).jpg",169.23005534557237,125.36688311688313,182.2970099892009,175.474025974026,"pehota"
"artilleriya%20(146).jpg",70.43595887329013,137.6461038961039,95.97591567674586,175.0779220779221,"pehota"
"artilleriya%20(146).jpg",230.20917701583875,127.14935064935065,251.7894505939525,177.45454545454547,"pehota"
"artilleriya%20(146).jpg",201.30348947084235,123.1883116883117,217.73617485601153,174.6818181818182,"pehota"
"artilleriya%20(146).jpg",161.50867305615552,121.00974025974027,174.77361186105114,173.0974025974026,"pehota"
"artilleriya%20(147).jpg",116.97921219405595,99.46969696969697,209.41802338286715,139.91341991341992,"artilleriya"
"artilleriya%20(147).jpg",80.04739401223776,102.0930735930736,131.8393520541958,127.8896103896104,"artilleriya"
"artilleriya%20(148).jpg",5.995864920744315,25.681734317343174,258.85596140592696,161.2389298892989,"artilleriya"
"artilleriya%20(148).jpg",141.2129565816678,29.81457564575646,271.4679531357684,89.53413284132841,"artilleriya"
"artilleriya%20(148).jpg",221.64024810475536,30.84778597785978,293.3838731909028,74.24261992619927,"artilleriya"
"artilleriya%20(149).jpg",138.547808908046,69.75,267,182.86363636363637,"artilleriya"
"artilleriya%20(149).jpg",57.93631465517242,98.79545454545455,170.46505028735632,167.9318181818182,"artilleriya"
"artilleriya%20(15).jpg",86.74545431523501,75.58441558441558,123.26571363452189,180.56277056277054,"pehota"
"artilleriya%20(15).jpg",159.99585950162074,74.32467532467533,185.81190488249595,176.15367965367966,"pehota"
"artilleriya%20(15).jpg",190.00963583873582,72.01515151515152,220.86295836709886,179.3030303030303,"pehota"
"artilleriya%20(15).jpg",235.55501671393841,79.36363636363636,249.19764232171798,140.88095238095238,"pehota"
"artilleriya%20(15).jpg",129.1425369732577,77.47402597402598,159.99585950162074,176.99350649350652,"pehota"
"artilleriya%20(15).jpg",0.48208316450567257,19.525974025974026,184.13281249999997,167.54545454545453,"artilleriya"
"artilleriya%20(150).jpg",62.64645072363887,5.224169741697417,278.0840799448656,147.18726937269372,"artilleriya"
"artilleriya%20(150).jpg",0.734094616639478,23.055676855895197,143.8825448613377,150.9508733624454,"rszo"
"artilleriya%20(151).jpg",29.83605220228385,8.039440524193548,125.442088091354,166.7733114919355,"artilleriya"
"artilleriya%20(151).jpg",132.84665579119087,81.20073084677419,172.91843393148451,145.65234375,"artilleriya"
"artilleriya%20(152).jpg",66.6084828711256,31.665458015267177,281.45840130505707,135.82423664122138,"artilleriya"
"artilleriya%20(152).jpg",2.253670473083197,43.683778625954204,101.91598694942903,102.27309160305344,"artilleriya"
"artilleriya%20(153).jpg",67.55546492659053,7.177793904208999,258.5154975530179,153.4767779390421,"artilleriya"
"artilleriya%20(154).jpg",49.123164763458405,46.40877757352941,240.90538336052202,156.74701286764707,"artilleriya"
"artilleriya%20(155).jpg",16.67862969004894,67.42839905104712,154.74061990212073,164.03703779450262,"artilleriya"
"artilleriya%20(155).jpg",114.43393148450245,69.28180219240838,218.21207177814028,130.67578125,"artilleriya"
"artilleriya%20(155).jpg",191.57259380097878,78.54881789921467,245.54649265905383,122.33546711387436,"artilleriya"
"artilleriya%20(155).jpg",235.8172920065253,81.09724721858639,262.4567699836868,117.47028386780104,"artilleriya"
"artilleriya%20(156).jpg",97.14518760195759,12.29585152838428,265.9869494290375,147.77183406113537,"artilleriya"
"artilleriya%20(157).jpg",244.20880913539966,39.19541484716157,300,168,"pehota"
"artilleriya%20(157).jpg",20.799347471451878,8.872270742358078,239.55954323001632,135.78930131004367,"artilleriya"
"artilleriya%20(158).jpg",81.96411092985319,62.89967373572594,211.65415986949432,138.11990212071777,"artilleriya"
"artilleriya%20(158).jpg",212.95106035889071,78.72185970636215,234.9983686786297,135.0073409461664,"pehota"
"artilleriya%20(158).jpg",287.13376835236545,89.8752039151713,297.24959216965743,107.2536704730832,"pehota"
"artilleriya%20(159).jpg",32.78955954323002,39.439956331877724,259.8694942903752,161.221615720524,"artilleriya"
"artilleriya%20(16).jpg",35.06280587275693,10.216859879032258,267,175.48298891129033,"artilleriya"
"artilleriya%20(160).jpg",80.50570962479608,10.094978165938864,297.3083197389886,168,"artilleriya"
"artilleriya%20(161).jpg",7.599057625649913,61.12662337662337,222.4933383882149,163.80194805194805,"artilleriya"
"artilleriya%20(162).jpg",24.89804241435563,2.2286305147058822,258.8499184339315,173.56686580882354,"artilleriya"
"artilleriya%20(163).jpg",14.579934747145188,13.44186580882353,266.2520391517129,158.31686580882354,"artilleriya"
"artilleriya%20(164).jpg",130.23327895595432,48.40383748196248,253.63784665579118,163.5091765873016,"artilleriya"
"artilleriya%20(164).jpg",104.1378466557912,89.12966720779221,146.57340946166394,166.19171626984127,"pehota"
"artilleriya%20(164).jpg",29.509787928221858,79.6188446969697,84.13947797716149,161.55823863636363,"pehota"
"artilleriya%20(165).jpg",43.06688417618271,73.18668122270742,87.11256117455139,159.0207423580786,"pehota"
"artilleriya%20(165).jpg",161.50081566068516,112.80240174672488,200.40783034257748,168,"pehota"
"artilleriya%20(165).jpg",213.37683523654164,103.75436681222708,267.21044045677,168,"pehota"
"artilleriya%20(165).jpg",12.724306688417618,3.49235807860262,299.2659053833605,163.66703056768557,"artilleriya"
"artilleriya%20(166).jpg",130.66884176182708,19.632096069868993,266.231647634584,149.97270742358077,"artilleriya"
"artilleriya%20(166).jpg",81.97389885807505,60.22598253275109,141.43556280587276,143.37008733624452,"artilleriya"
"artilleriya%20(167).jpg",3.265905383360522,3.0891909814323606,284.8336052202284,176,"artilleriya"
"artilleriya%20(168).jpg",13.99673735725938,7.196379513343799,193.15497553017946,129.01427590266874,"artilleriya"
"artilleriya%20(168).jpg",8.143556280587276,84.25446428571429,46.31647634584014,133.84630102040816,"pehota"
"artilleriya%20(169).jpg",7.186786296900489,3.90234375,243.26182707993473,165.46685987903226,"artilleriya"
"artilleriya%20(17).jpg",64.37601957585645,47.08157169117647,273.2055464926591,146.20657169117646,"artilleriya"
"artilleriya%20(17).jpg",6.280587275693311,63.45289522058824,142.6590538336052,116.82789522058823,"artilleriya"
"artilleriya%20(170).jpg",180.79119086460034,55.15510110294118,210.39967373572594,130.05951286764707,"pehota"
"artilleriya%20(170).jpg",216.90456769983686,57.62201286764706,243.1484502446982,132.07789522058823,"pehota"
"artilleriya%20(170).jpg",253.0179445350734,78.70289522058823,275,182.98598345588235,"pehota"
"artilleriya%20(170).jpg",20.187601957585645,42.14774816176471,73.5725938009788,183,"pehota"
"artilleriya%20(170).jpg",60.33849918433932,49.09995404411765,107.21859706362153,133.6477481617647,"pehota"
"artilleriya%20(170).jpg",61.684339314845026,8.05951286764706,274.5513866231648,183.00000000000003,"artilleriya"
"artilleriya%20(171).jpg",208.85236541598695,82.07169858870968,265.25774877650895,112.55556955645162,"artilleriya"
"artilleriya%20(171).jpg",133.71778140293637,77.28137600806451,236.07504078303424,134.9829889112903,"artilleriya"
"artilleriya%20(171).jpg",2.83115823817292,49.19266633064516,267,183.97492439516128,"artilleriya"
"artilleriya%20(172).jpg",3.5913539967373573,41.45680147058824,259,191.28904547930284,"artilleriya"
"artilleriya%20(172).jpg",52.81402936378467,17.15396922657952,259,121.76181236383442,"artilleriya"
"artilleriya%20(173).jpg",5.962821954210957,76.3961038961039,251.5163787816844,144.98376623376623,"artilleriya"
"artilleriya%20(174).jpg",64.37601957585645,38.78377757352941,270.9624796084829,169.5301011029412,"artilleriya"
"artilleriya%20(174).jpg",18.3931484502447,78.70289522058823,80.9747145187602,144.86098345588235,"artilleriya"
"artilleriya%20(18).jpg",25.840130505709627,64.00639681208054,281.1876019575857,174.64398070469798,"artilleriya"
"artilleriya%20(19).jpg",23.164763458401303,5.49236963190184,197.22675367047307,114.17703220858895,"artilleriya"
"artilleriya%20(2).jpg",22.654975530179446,12.096277573529413,132.78955954323,183.00000000000003,"artilleriya"
"artilleriya%20(2).jpg",178.99673735725938,126.24701286764706,243.82137030995108,183,"pehota"
"artilleriya%20(20).jpg",21.533442088091356,6.182314410480349,254.2414355628059,145.08187772925766,"artilleriya"
"artilleriya%20(21).jpg",38.12398042414356,29.240760512483575,202.01060358890703,173.91093134034168,"artilleriya"
"artilleriya%20(22).jpg",61.419249592169656,82.23471615720524,135.80750407830342,127.23034934497817,"artilleriya"
"artilleriya%20(22).jpg",135.31810766721043,82.4792576419214,249.59216965742252,143.37008733624452,"artilleriya"
"artilleriya%20(23).jpg",56.749592169657426,6.489659926470589,152.3042414355628,83.41245404411765,"artilleriya"
"artilleriya%20(23).jpg",175.18352365415987,19.945542279411764,197.83849918433933,85.43083639705883,"pehota"
"artilleriya%20(24).jpg",38.907014681892335,6.182314410480349,250.81566068515497,158.042576419214,"artilleriya"
"artilleriya%20(25).jpg",60.970636215334416,27.659651669085633,261.442088091354,168,"artilleriya"
"artilleriya%20(26).jpg",94.45350734094616,33.81550218340611,227.56933115823819,154.12991266375545,"artilleriya"
"artilleriya%20(27).jpg",10.766721044045678,1.5360262008733623,300,167.99999999999997,"artilleriya"
"artilleriya%20(28).jpg",18.460032626427406,55.69978090405904,245.6084828711256,161.9433233394834,"artilleriya"
"artilleriya%20(28).jpg",8.779771615008157,12.25697647601476,157.58564437194124,72.80679197416974,"artilleriya"
"artilleriya%20(29).jpg",121.85970636215335,10.33951965065502,279.93474714518766,143.61462882096072,"artilleriya"
"artilleriya%20(3).jpg",29.119086460032626,10.58406113537118,199.67373572593803,164.6451965065502,"artilleriya"
"artilleriya%20(3).jpg",159.78792822185972,55.090611353711786,254.24143556280586,142.63646288209605,"artilleriya"
"artilleriya%20(30).jpg",49.982871125611744,50.26997152278177,232.75285481239803,178.18843675059952,"artilleriya"
"artilleriya%20(31).jpg",257.91190864600327,109.13427947598252,282.13703099510604,136.76746724890828,"rszo"
"artilleriya%20(31).jpg",29.119086460032626,11.562227074235807,204.0783034257749,160.97707423580786,"artilleriya"
"artilleriya%20(31).jpg",163.2137030995106,57.2914847161572,252.52854812398044,147.77183406113537,"artilleriya"
"artilleriya%20(32).jpg",101.79445350734095,68.29585152838428,163.9477977161501,159.5098253275109,"pehota"
"artilleriya%20(32).jpg",161.99021207177813,58.269650655021834,214.60032626427406,156.33078602620088,"pehota"
"artilleriya%20(32).jpg",0,63.16048034934497,39.151712887438826,161.221615720524,"pehota"
"artilleriya%20(33).jpg",15.171288743882545,45.553493449781655,300,133.09934497816593,"artilleriya"
"artilleriya%20(34).jpg",3.1402936378466557,50.44554227941177,275,160.78377757352942,"artilleriya"
"artilleriya%20(35).jpg",25.795269168026103,2.2286305147058822,261.54159869494293,174.6881893382353,"artilleriya"
"artilleriya%20(36).jpg",60.970636215334416,14.248911465892599,299,160.06023222060958,"artilleriya"
"artilleriya%20(36).jpg",3.902120717781403,35.70609579100145,129.5016313213703,106.6611030478955,"artilleriya"
"artilleriya%20(37).jpg",3.4143556280587273,26.68432510885341,282.1721044045677,117.87735849056604,"artilleriya"
"artilleriya%20(38).jpg",29.128874388254488,0.6830188679245284,261.7047308319739,172.96029874213838,"artilleriya"
"artilleriya%20(39).jpg",85.60277324632953,19.383635461760463,283.1476345840131,108.15131222943724,"artilleriya"
"artilleriya%20(39).jpg",59.75122349102773,64.74294282106783,89.9926590538336,146.68233676046177,"pehota"
"artilleriya%20(39).jpg",10.974714518760196,60.597199675324674,39.99673735725938,148.14554022366522,"pehota"
"artilleriya%20(4).jpg",76.26427406199022,15.460248161764707,263.5603588907015,179.3977481617647,"artilleriya"
"artilleriya%20(40).jpg",79.8531810766721,6.041130514705882,247.18597063621536,176.48230698529412,"artilleriya"
"artilleriya%20(40).jpg",16.82300163132137,77.80583639705883,76.0399673735726,143.06686580882354,"artilleriya"
"artilleriya%20(41).jpg",113.78466557911909,58.025109170305676,142.65905383360524,130.4093886462882,"pehota"
"artilleriya%20(41).jpg",66.80261011419249,68.05131004366812,101.79445350734093,131.632096069869,"pehota"
"artilleriya%20(41).jpg",93.7194127243067,49.71069868995633,122.34910277324633,133.58842794759823,"pehota"
"artilleriya%20(42).jpg",4.535073409461664,43.12359022556391,277.54649265905385,155.17120927318294,"artilleriya"
"artilleriya%20(43).jpg",7.626427406199022,47.75436580882353,239.11092985318106,155.40142463235296,"artilleriya"
"artilleriya%20(44).jpg",18.888254486133768,57.22779709228824,258.9738988580751,155.30617888748418,"artilleriya"
"artilleriya%20(44).jpg",6.827079934747146,10.350426675094818,152.69902120717782,69.51603982300885,"artilleriya"
"artilleriya%20(45).jpg",22.879282218597066,33.6256893382353,263.78466557911906,176.25804227941177,"artilleriya"
"artilleriya%20(46).jpg",21.995921696574225,34.386214717741936,224.09706362153344,177.87815020161293,"artilleriya"
"artilleriya%20(47).jpg",61.90864600326264,6.426855895196506,286.2969004893964,150.21724890829694,"artilleriya"
"artilleriya%20(47).jpg",0.734094616639478,25.01200873362445,151.95758564437193,143.6146288209607,"rszo"
"artilleriya%20(48).jpg",52.92251223491027,4.739477503628447,272.4168026101142,168,"artilleriya"
"artilleriya%20(49).jpg",65.94616639477978,45.28745404411765,275,134.09627757352942,"artilleriya"
"artilleriya%20(49).jpg",4.710440456769984,66.59260110294117,147.81810766721046,115.93083639705883,"artilleriya"
"artilleriya%20(5).jpg",16.39477977161501,45.798034934497814,296.5742251223491,140.19104803493448,"artilleriya"
"artilleriya%20(50).jpg",0,69.22469429347827,136.48450244698205,119.8170855978261,"artilleriya"
"artilleriya%20(50).jpg",123.23817292006525,67.0969769021739,201.06035889070148,122.65404211956522,"artilleriya"
"artilleriya%20(50).jpg",192.78140293637853,75.65217391304347,290,116.0344769021739,"artilleriya"
"artilleriya%20(51).jpg",36.97345155355683,3.1655844155844153,229.78784239574819,185.50324675324674,"artilleriya"
"artilleriya%20(52).jpg",26.6721044045677,12.784934497816593,193.3115823817292,155.84170305676855,"artilleriya"
"artilleriya%20(52).jpg",139.72267536704732,36.99454148471616,223.4094616639478,148.75,"artilleriya"
"artilleriya%20(52).jpg",199.91843393148451,85.41375545851528,274.5513866231648,146.5491266375546,"artilleriya"
"artilleriya%20(53).jpg",15.576925105485232,7.7142857142857135,246.64190400843884,190.71428571428572,"artilleriya"
"artilleriya%20(54).jpg",4.137030995106036,11.755335365853659,313.8972267536705,154.46753048780488,"artilleriya"
"artilleriya%20(55).jpg",2.7814029363784667,5.13718507751938,233.6378466557912,133.5154796511628,"artilleriya"
"artilleriya%20(56).jpg",6.362153344208809,2.7587336244541483,297.79771615008156,168,"artilleriya"
"artilleriya%20(57).jpg",41.59624796084829,83.16040826612904,118.69086460032626,140.4265372983871,"artilleriya"
"artilleriya%20(57).jpg",116.2952691680261,80.34677419354838,260.0309951060359,158.71685987903226,"artilleriya"
"artilleriya%20(58).jpg",33.523654159869494,39.19541484716157,300,149.2390829694323,"artilleriya"
"artilleriya%20(59).jpg",96.90048939641109,5.204148471615721,294.6166394779772,155.84170305676855,"artilleriya"
"artilleriya%20(59).jpg",2.6916802610114194,47.26528384279476,194.29037520391518,142.88100436681222,"artilleriya"
"artilleriya%20(6).jpg",69.31076672104405,12.096277573529413,269.1680261011419,167.0631893382353,"artilleriya"
"artilleriya%20(60).jpg",15.719412724306688,6.955148071625344,285.33115823817286,157.0791150137741,"artilleriya"
"artilleriya%20(61).jpg",54.44535073409462,13.482988911290322,267,189,"artilleriya"
"artilleriya%20(62).jpg",89.74877650897227,43.26487663280116,263.63703099510604,168,"artilleriya"
"artilleriya%20(63).jpg",76.83523654159869,4.715065502183406,251.06035889070148,153.64082969432312,"artilleriya"
"artilleriya%20(64).jpg",27.33768352365416,1.170058139534884,269.7969004893964,126.00000000000001,"artilleriya"
"artilleriya%20(65).jpg",13.70309951060359,5.204148471615721,279.9347471451876,162.68886462882097,"artilleriya"
"artilleriya%20(66).jpg",4.037520391517129,26.8977481617647,263.11174551386625,162.57789522058823,"artilleriya"
"artilleriya%20(67).jpg",19.204730831973897,26.818044354838708,273.1590538336052,170.20514112903226,"artilleriya"
"artilleriya%20(68).jpg",16.150081566068515,29.588924632352942,272.084013050571,155.6256893382353,"artilleriya"
"artilleriya%20(69).jpg",8.221859706362153,18.90572567114094,282.5970636215335,171.82518875838926,"artilleriya"
"artilleriya%20(7).jpg",49.22267536704731,5.953533496732026,213.79119086460034,171.00146377995645,"artilleriya"
"artilleriya%20(70).jpg",20.636215334420882,63.228630514705884,264.6818923327896,162.8021599264706,"artilleriya"
"artilleriya%20(71).jpg",46.23164763458401,48.85116120218579,260,161.85881147540982,"artilleriya"
"artilleriya%20(71).jpg",2.5448613376835234,77.68613387978142,129.7879282218597,148.713456284153,"artilleriya"
"artilleriya%20(72).jpg",40.70962479608483,0,310,163,"artilleriya"
"artilleriya%20(73).jpg",136.82707993474716,80.94554227941177,262.663132137031,166.83892463235293,"artilleriya"
"artilleriya%20(73).jpg",81.19902120717782,94.6256893382353,165.53833605220228,150.24333639705884,"artilleriya"
"artilleriya%20(74).jpg",29.216150081566074,7.148920036764705,199.60277324632958,160.39597886029412,"artilleriya"
"artilleriya%20(74).jpg",164.24877650897227,53.56509650735294,254.1068515497553,141.97686121323528,"artilleriya"
"artilleriya%20(74).jpg",257.29853181076675,105.38421415441177,289.4608482871126,132.64450827205883,"rszo"
"artilleriya%20(75).jpg",62.34910277324633,19.890942258883246,256.9331158238173,140.95693210659897,"artilleriya"
"artilleriya%20(76).jpg",15.758564437194126,6.642211294416243,280,159.91632296954316,"artilleriya"
"artilleriya%20(77).jpg",28.468189233278956,8.527721774193548,251.01712887438825,160.2696572580645,"artilleriya"
"artilleriya%20(78).jpg",31.810766721044047,6.426855895196506,300,166.3569868995633,"artilleriya"
"artilleriya%20(79).jpg",16.900489396411093,34.905603213507625,240.1982055464927,159.58969907407408,"artilleriya"
"artilleriya%20(8).jpg",9.543230016313213,5.6932314410480345,214.11092985318106,162.19978165938863,"artilleriya"
"artilleriya%20(80).jpg",73.12398042414355,0.6587775735294118,219.14763458401305,178.72495404411765,"artilleriya"
"artilleriya%20(81).jpg",14.36541598694943,2.994927832244009,259,172.6920955882353,"artilleriya"
"artilleriya%20(82).jpg",76.82300163132136,19.369375907111756,299,119.82801161103049,"artilleriya"
"artilleriya%20(82).jpg",7.072593800978793,61.796081277213354,43.411092985318106,151.52612481857764,"btr"
